Year,Date,Hourly Demand Met (in MW),Datetime,Temperature_C,Humidity_%
2024,04-Feb 11pm,148428.87,04-02-2024 23:00,23.13,64.31
2024,05-Feb 12am,143644.68,05-02-2024 00:00,19.51,77.62
2024,05-Feb 1am,140223.46,05-02-2024 01:00,20.16,75.2
2024,05-Feb 2am,137578.71,05-02-2024 02:00,19.68,72.04
2024,05-Feb 3am,136880.9,05-02-2024 03:00,20.46,75.45
2024,05-Feb 4am,139976,05-02-2024 04:00,19.65,77.65
2024,05-Feb 5am,148970.62,05-02-2024 05:00,19.91,78.96
2024,05-Feb 6am,166266.56,05-02-2024 06:00,21.59,77.9
2024,05-Feb 7am,188280.34,05-02-2024 07:00,22.5,36.95
2024,05-Feb 8am,198644.42,05-02-2024 08:00,22,76
2024,05-Feb 9am,207702.86,05-02-2024 09:00,25.1,58.32
2024,05-Feb 10am,211722.54,05-02-2024 10:00,24.57,55.09
2024,05-Feb 11am,210025.51,05-02-2024 11:00,25.25,57
2024,05-Feb 12pm,205705.11,05-02-2024 12:00,27.71,56.13
2024,05-Feb 1pm,197252.5,05-02-2024 13:00,28.4,43.43
2024,05-Feb 2pm,195202.82,05-02-2024 14:00,27.71,57.59
2024,05-Feb 3pm,194438.28,05-02-2024 15:00,28.69,37.85
2024,05-Feb 4pm,193432.86,05-02-2024 16:00,28.54,44.6
2024,05-Feb 5pm,192767.72,05-02-2024 17:00,28.97,38.79
2024,05-Feb 6pm,191747.4,05-02-2024 18:00,26.06,55.1
2024,05-Feb 7pm,189578.43,05-02-2024 19:00,25.57,57.84
2024,05-Feb 8pm,180950.42,05-02-2024 20:00,26.28,56.19
2024,05-Feb 9pm,173960.49,05-02-2024 21:00,22.95,36.03
2024,05-Feb 10pm,166752.82,05-02-2024 22:00,23.02,55.77
2024,05-Feb 11pm,161355.21,05-02-2024 23:00,22.94,40.93
2024,06-Feb 12am,156272.17,06-02-2024 00:00,19.9,71.89
2024,06-Feb 1am,151948.77,06-02-2024 01:00,20.06,73.61
2024,06-Feb 2am,149457.52,06-02-2024 02:00,19.66,78.62
2024,06-Feb 3am,148924.19,06-02-2024 03:00,19.68,74.24
2024,06-Feb 4am,151724.86,06-02-2024 04:00,20.36,79.16
2024,06-Feb 5am,160802.54,06-02-2024 05:00,20.45,74.98
2024,06-Feb 6am,177896.43,06-02-2024 06:00,21.87,73.99
2024,06-Feb 7am,196721.28,06-02-2024 07:00,21.77,77.5
2024,06-Feb 8am,204159.32,06-02-2024 08:00,22.14,35.73
2024,06-Feb 9am,210934.92,06-02-2024 09:00,24.91,55.89
2024,06-Feb 10am,214040.16,06-02-2024 10:00,24.53,61.52
2024,06-Feb 11am,212109.52,06-02-2024 11:00,24.66,59.87
2024,06-Feb 12pm,206125.17,06-02-2024 12:00,28.22,42.9
2024,06-Feb 1pm,197088.82,06-02-2024 13:00,28.16,44.16
2024,06-Feb 2pm,194532.37,06-02-2024 14:00,27.53,58.88
2024,06-Feb 3pm,193586.29,06-02-2024 15:00,28.72,40.96
2024,06-Feb 4pm,193048.49,06-02-2024 16:00,28.73,40.01
2024,06-Feb 5pm,192087.91,06-02-2024 17:00,29.17,54.82
2024,06-Feb 6pm,192434.62,06-02-2024 18:00,25.52,63.31
2024,06-Feb 7pm,191427.37,06-02-2024 19:00,25.6,64.12
2024,06-Feb 8pm,181680.16,06-02-2024 20:00,26.3,57.54
2024,06-Feb 9pm,174465.73,06-02-2024 21:00,22.68,42.73
2024,06-Feb 10pm,167628.3,06-02-2024 22:00,23.15,57.65
2024,06-Feb 11pm,163069.62,06-02-2024 23:00,22.74,37.09
2024,07-Feb 12am,157797.43,07-02-2024 00:00,19.6,79.44
2024,07-Feb 1am,154186.36,07-02-2024 01:00,19.74,70.19
2024,07-Feb 2am,151787.26,07-02-2024 02:00,20.22,79.65
2024,07-Feb 3am,151061.6,07-02-2024 03:00,20.36,71.49
2024,07-Feb 4am,153919.53,07-02-2024 04:00,20.33,78.19
2024,07-Feb 5am,163410.22,07-02-2024 05:00,19.9,72.76
2024,07-Feb 6am,180269.25,07-02-2024 06:00,22.17,38.51
2024,07-Feb 7am,198095.49,07-02-2024 07:00,21.7,72.17
2024,07-Feb 8am,204763.1,07-02-2024 08:00,21.79,75.86
2024,07-Feb 9am,211231.24,07-02-2024 09:00,25.4,58.48
2024,07-Feb 10am,213040.96,07-02-2024 10:00,24.51,61.57
2024,07-Feb 11am,210191.23,07-02-2024 11:00,24.59,55.16
2024,07-Feb 12pm,204596.4,07-02-2024 12:00,27.71,55.64
2024,07-Feb 1pm,196425.89,07-02-2024 13:00,27.53,56
2024,07-Feb 2pm,195495.44,07-02-2024 14:00,27.68,59.19
2024,07-Feb 3pm,195670.59,07-02-2024 15:00,29.08,53.15
2024,07-Feb 4pm,193167.2,07-02-2024 16:00,28.92,43.88
2024,07-Feb 5pm,192177.44,07-02-2024 17:00,29.39,47.45
2024,07-Feb 6pm,193026.78,07-02-2024 18:00,26.32,60.74
2024,07-Feb 7pm,193291.02,07-02-2024 19:00,25.84,62.68
2024,07-Feb 8pm,184115.88,07-02-2024 20:00,25.76,57.89
2024,07-Feb 9pm,177026.43,07-02-2024 21:00,22.88,39.09
2024,07-Feb 10pm,169716.46,07-02-2024 22:00,23.09,60.24
2024,07-Feb 11pm,164467.11,07-02-2024 23:00,22.77,36.35
2024,08-Feb 12am,159068.38,08-02-2024 00:00,20.12,70.26
2024,08-Feb 1am,154699.82,08-02-2024 01:00,19.91,71.53
2024,08-Feb 2am,152288.98,08-02-2024 02:00,20.05,76.27
2024,08-Feb 3am,151556.13,08-02-2024 03:00,19.94,70.74
2024,08-Feb 4am,154235.2,08-02-2024 04:00,19.79,71.9
2024,08-Feb 5am,163372.34,08-02-2024 05:00,20.45,73.38
2024,08-Feb 6am,179643.14,08-02-2024 06:00,22.26,35.78
2024,08-Feb 7am,199837.27,08-02-2024 07:00,21.64,71.92
2024,08-Feb 8am,206183.39,08-02-2024 08:00,22.37,44.11
2024,08-Feb 9am,212953.83,08-02-2024 09:00,24.99,55.19
2024,08-Feb 10am,214495.09,08-02-2024 10:00,25.39,61.53
2024,08-Feb 11am,210645.24,08-02-2024 11:00,25.3,58.84
2024,08-Feb 12pm,204550.77,08-02-2024 12:00,27.93,61.73
2024,08-Feb 1pm,196940.35,08-02-2024 13:00,27.52,60.89
2024,08-Feb 2pm,195611.35,08-02-2024 14:00,27.77,57.23
2024,08-Feb 3pm,195551.53,08-02-2024 15:00,29.04,53.47
2024,08-Feb 4pm,194303.98,08-02-2024 16:00,29.13,49.92
2024,08-Feb 5pm,195027.59,08-02-2024 17:00,28.76,43.23
2024,08-Feb 6pm,194309.2,08-02-2024 18:00,25.64,59.06
2024,08-Feb 7pm,191978,08-02-2024 19:00,26.33,64.85
2024,08-Feb 8pm,184481.18,08-02-2024 20:00,26.48,62.7
2024,08-Feb 9pm,178489.46,08-02-2024 21:00,23.03,64.66
2024,08-Feb 10pm,171401.8,08-02-2024 22:00,22.67,40.14
2024,08-Feb 11pm,165784.45,08-02-2024 23:00,22.77,39.74
2024,09-Feb 12am,160242.18,09-02-2024 00:00,19.52,77.55
2024,09-Feb 1am,156135.01,09-02-2024 01:00,20.41,78.8
2024,09-Feb 2am,153548.44,09-02-2024 02:00,19.62,79.64
2024,09-Feb 3am,152744.92,09-02-2024 03:00,20.08,73.25
2024,09-Feb 4am,155803.2,09-02-2024 04:00,19.77,77.99
2024,09-Feb 5am,166233.46,09-02-2024 05:00,20.05,72.11
2024,09-Feb 6am,181836.58,09-02-2024 06:00,22.15,40.46
2024,09-Feb 7am,196951.55,09-02-2024 07:00,22.33,36.8
2024,09-Feb 8am,203375.16,09-02-2024 08:00,21.71,73.47
2024,09-Feb 9am,211805.89,09-02-2024 09:00,24.51,64.31
2024,09-Feb 10am,217750.01,09-02-2024 10:00,24.64,56.46
2024,09-Feb 11am,216505.79,09-02-2024 11:00,25.4,61.32
2024,09-Feb 12pm,211109.9,09-02-2024 12:00,28.37,40.93
2024,09-Feb 1pm,203735.7,09-02-2024 13:00,28.1,36.21
2024,09-Feb 2pm,199708.77,09-02-2024 14:00,28.1,38.26
2024,09-Feb 3pm,198153.19,09-02-2024 15:00,29.17,50.63
2024,09-Feb 4pm,196447.16,09-02-2024 16:00,28.68,36.87
2024,09-Feb 5pm,194661.21,09-02-2024 17:00,29.41,53.01
2024,09-Feb 6pm,192631.35,09-02-2024 18:00,25.92,64.72
2024,09-Feb 7pm,190464.67,09-02-2024 19:00,25.88,57.15
2024,09-Feb 8pm,182506.15,09-02-2024 20:00,26.02,56.87
2024,09-Feb 9pm,176254.93,09-02-2024 21:00,22.55,39.55
2024,09-Feb 10pm,170075.09,09-02-2024 22:00,22.67,42.48
2024,09-Feb 11pm,165520.81,09-02-2024 23:00,23.24,57.82
2024,10-Feb 12am,160513.89,10-02-2024 00:00,19.58,70.2
2024,10-Feb 1am,156216.16,10-02-2024 01:00,20.1,75.41
2024,10-Feb 2am,153519.12,10-02-2024 02:00,19.75,79.57
2024,10-Feb 3am,152894.87,10-02-2024 03:00,19.89,73.91
2024,10-Feb 4am,155924.38,10-02-2024 04:00,19.79,74.2
2024,10-Feb 5am,165691.8,10-02-2024 05:00,19.86,79.69
2024,10-Feb 6am,179325.38,10-02-2024 06:00,22.22,41.95
2024,10-Feb 7am,196108.89,10-02-2024 07:00,21.8,77.19
2024,10-Feb 8am,202566.95,10-02-2024 08:00,22.07,40.63
2024,10-Feb 9am,211649.1,10-02-2024 09:00,24.98,64.75
2024,10-Feb 10am,214791.46,10-02-2024 10:00,25.16,61.89
2024,10-Feb 11am,211985.52,10-02-2024 11:00,25.44,63.95
2024,10-Feb 12pm,207743.84,10-02-2024 12:00,28.23,41.99
2024,10-Feb 1pm,200646.33,10-02-2024 13:00,27.71,62.35
2024,10-Feb 2pm,199466.79,10-02-2024 14:00,27.53,57.9
2024,10-Feb 3pm,198379.99,10-02-2024 15:00,28.76,38.03
2024,10-Feb 4pm,195803.92,10-02-2024 16:00,29.1,52.83
2024,10-Feb 5pm,192936.93,10-02-2024 17:00,28.55,37.97
2024,10-Feb 6pm,191343.27,10-02-2024 18:00,26,60.63
2024,10-Feb 7pm,190739.14,10-02-2024 19:00,26.1,57.49
2024,10-Feb 8pm,181492.88,10-02-2024 20:00,25.83,63.17
2024,10-Feb 9pm,174352.15,10-02-2024 21:00,23.27,56.11
2024,10-Feb 10pm,168712.41,10-02-2024 22:00,22.61,43.29
2024,10-Feb 11pm,164322.68,10-02-2024 23:00,22.58,41.03
2024,11-Feb 12am,159490.45,11-02-2024 00:00,20.23,71.87
2024,11-Feb 1am,155478.17,11-02-2024 01:00,20,75.42
2024,11-Feb 2am,152800.68,11-02-2024 02:00,20.19,72.82
2024,11-Feb 3am,151954.54,11-02-2024 03:00,19.93,73.23
2024,11-Feb 4am,154923.01,11-02-2024 04:00,19.75,73.52
2024,11-Feb 5am,163488.56,11-02-2024 05:00,20.32,70.63
2024,11-Feb 6am,174936.91,11-02-2024 06:00,22.3,44.86
2024,11-Feb 7am,189270.02,11-02-2024 07:00,22.19,35.32
2024,11-Feb 8am,198347.6,11-02-2024 08:00,21.77,76.62
2024,11-Feb 9am,204650.87,11-02-2024 09:00,25.09,58.71
2024,11-Feb 10am,207351.89,11-02-2024 10:00,24.86,61.46
2024,11-Feb 11am,204274.38,11-02-2024 11:00,24.59,58.56
2024,11-Feb 12pm,199626.37,11-02-2024 12:00,28.42,41.74
2024,11-Feb 1pm,192498.15,11-02-2024 13:00,27.64,62.29
2024,11-Feb 2pm,187603.39,11-02-2024 14:00,28.45,41.91
2024,11-Feb 3pm,184289.2,11-02-2024 15:00,28.95,36.14
2024,11-Feb 4pm,180641.78,11-02-2024 16:00,28.69,41.57
2024,11-Feb 5pm,178412.43,11-02-2024 17:00,29.04,47.8
2024,11-Feb 6pm,178557.28,11-02-2024 18:00,26.37,55.29
2024,11-Feb 7pm,179162.57,11-02-2024 19:00,26.23,59.15
2024,11-Feb 8pm,170441.61,11-02-2024 20:00,26.31,59.34
2024,11-Feb 9pm,163947.43,11-02-2024 21:00,23.16,59.67
2024,11-Feb 10pm,158955.18,11-02-2024 22:00,23.19,62.05
2024,11-Feb 11pm,154869.13,11-02-2024 23:00,23.35,58.09
2024,12-Feb 12am,150563.75,12-02-2024 00:00,19.75,73.15
2024,12-Feb 1am,146956.42,12-02-2024 01:00,19.99,70.61
2024,12-Feb 2am,144471.59,12-02-2024 02:00,19.72,76.87
2024,12-Feb 3am,143961.5,12-02-2024 03:00,20.49,75.68
2024,12-Feb 4am,147508.36,12-02-2024 04:00,20.44,73.49
2024,12-Feb 5am,157858.69,12-02-2024 05:00,19.54,77.05
2024,12-Feb 6am,175582.66,12-02-2024 06:00,22.21,40.37
2024,12-Feb 7am,195082.27,12-02-2024 07:00,22.43,39.69
2024,12-Feb 8am,202161.88,12-02-2024 08:00,21.68,75.11
2024,12-Feb 9am,209664.67,12-02-2024 09:00,25.07,61.36
2024,12-Feb 10am,214513.51,12-02-2024 10:00,25.42,61.6
2024,12-Feb 11am,213494.51,12-02-2024 11:00,24.53,57.89
2024,12-Feb 12pm,207394.62,12-02-2024 12:00,28.2,36.41
2024,12-Feb 1pm,201048.98,12-02-2024 13:00,27.8,56.57
2024,12-Feb 2pm,199401.97,12-02-2024 14:00,28.42,41.39
2024,12-Feb 3pm,198528.65,12-02-2024 15:00,29.47,53.73
2024,12-Feb 4pm,196935.76,12-02-2024 16:00,29.44,49.09
2024,12-Feb 5pm,194454.12,12-02-2024 17:00,28.97,36.7
2024,12-Feb 6pm,191970.63,12-02-2024 18:00,26.36,62.57
2024,12-Feb 7pm,189427.79,12-02-2024 19:00,26.34,63.32
2024,12-Feb 8pm,179786.84,12-02-2024 20:00,25.82,63.81
2024,12-Feb 9pm,172453.27,12-02-2024 21:00,23.33,61.07
2024,12-Feb 10pm,166329.35,12-02-2024 22:00,22.54,43.61
2024,12-Feb 11pm,162246.26,12-02-2024 23:00,23.1,55.15
2024,13-Feb 12am,157387.72,13-02-2024 00:00,19.73,71.07
2024,13-Feb 1am,153428.54,13-02-2024 01:00,19.62,70.93
2024,13-Feb 2am,150685.57,13-02-2024 02:00,19.58,77.13
2024,13-Feb 3am,150023.23,13-02-2024 03:00,20.2,70.7
2024,13-Feb 4am,152944.27,13-02-2024 04:00,19.84,74.96
2024,13-Feb 5am,162537.87,13-02-2024 05:00,20.22,74.73
2024,13-Feb 6am,178141.26,13-02-2024 06:00,21.57,73.11
2024,13-Feb 7am,195957.02,13-02-2024 07:00,21.82,78.7
2024,13-Feb 8am,203276.64,13-02-2024 08:00,22.04,36.7
2024,13-Feb 9am,212367.88,13-02-2024 09:00,25.29,58.52
2024,13-Feb 10am,215606.63,13-02-2024 10:00,24.82,62.74
2024,13-Feb 11am,214819.78,13-02-2024 11:00,25.13,55.3
2024,13-Feb 12pm,209764.76,13-02-2024 12:00,28.39,41.73
2024,13-Feb 1pm,201606.67,13-02-2024 13:00,28.12,43.16
2024,13-Feb 2pm,199841.22,13-02-2024 14:00,27.73,64.32
2024,13-Feb 3pm,198534.09,13-02-2024 15:00,28.52,43.76
2024,13-Feb 4pm,196580.92,13-02-2024 16:00,29.37,48.19
2024,13-Feb 5pm,193637.02,13-02-2024 17:00,28.52,40.86
2024,13-Feb 6pm,192138.75,13-02-2024 18:00,26.37,55.77
2024,13-Feb 7pm,190100.07,13-02-2024 19:00,26.03,57.58
2024,13-Feb 8pm,180201.78,13-02-2024 20:00,26.44,55.94
2024,13-Feb 9pm,173176.65,13-02-2024 21:00,23.3,58.15
2024,13-Feb 10pm,167839.93,13-02-2024 22:00,23.5,63.75
2024,13-Feb 11pm,163507.32,13-02-2024 23:00,22.85,38.47
2024,14-Feb 12am,158596.34,14-02-2024 00:00,20.27,75.62
2024,14-Feb 1am,154481.58,14-02-2024 01:00,19.9,74.33
2024,14-Feb 2am,151832.31,14-02-2024 02:00,19.98,74.59
2024,14-Feb 3am,151046.57,14-02-2024 03:00,20.13,79.7
2024,14-Feb 4am,154063.08,14-02-2024 04:00,20.37,72.96
2024,14-Feb 5am,163891.08,14-02-2024 05:00,20.48,76.27
2024,14-Feb 6am,180048.74,14-02-2024 06:00,22.27,39.2
2024,14-Feb 7am,197888.27,14-02-2024 07:00,21.92,70.61
2024,14-Feb 8am,205119.2,14-02-2024 08:00,21.92,74.89
2024,14-Feb 9am,214135.16,14-02-2024 09:00,25.24,63.13
2024,14-Feb 10am,217958.43,14-02-2024 10:00,24.74,55.99
2024,14-Feb 11am,216617.14,14-02-2024 11:00,24.61,55.7
2024,14-Feb 12pm,210878.28,14-02-2024 12:00,27.85,56.54
2024,14-Feb 1pm,201622.32,14-02-2024 13:00,27.79,62.64
2024,14-Feb 2pm,198394.56,14-02-2024 14:00,27.8,62.24
2024,14-Feb 3pm,197750.38,14-02-2024 15:00,28.73,40.65
2024,14-Feb 4pm,194179.68,14-02-2024 16:00,28.54,39.68
2024,14-Feb 5pm,192037.37,14-02-2024 17:00,28.52,43.88
2024,14-Feb 6pm,191266.43,14-02-2024 18:00,26.49,62.67
2024,14-Feb 7pm,189861.95,14-02-2024 19:00,25.93,63.12
2024,14-Feb 8pm,179223.35,14-02-2024 20:00,25.88,63.13
2024,14-Feb 9pm,172000.5,14-02-2024 21:00,23.18,61.43
2024,14-Feb 10pm,167166.36,14-02-2024 22:00,22.72,39.58
2024,14-Feb 11pm,163299.33,14-02-2024 23:00,23.45,63.65
2024,15-Feb 12am,159140.81,15-02-2024 00:00,20.29,79.26
2024,15-Feb 1am,155649.37,15-02-2024 01:00,19.59,70.24
2024,15-Feb 2am,153141.24,15-02-2024 02:00,19.92,70.52
2024,15-Feb 3am,151984.17,15-02-2024 03:00,20.38,79.59
2024,15-Feb 4am,154702.49,15-02-2024 04:00,20.44,72.77
2024,15-Feb 5am,163579.88,15-02-2024 05:00,19.97,78.73
2024,15-Feb 6am,178914.73,15-02-2024 06:00,22.11,38.89
2024,15-Feb 7am,197398.79,15-02-2024 07:00,21.67,71.19
2024,15-Feb 8am,206119.15,15-02-2024 08:00,22.49,35.8
2024,15-Feb 9am,211633.19,15-02-2024 09:00,24.73,56.57
2024,15-Feb 10am,213627.66,15-02-2024 10:00,25.44,57.5
2024,15-Feb 11am,213471.07,15-02-2024 11:00,25.15,59.89
2024,15-Feb 12pm,208479.37,15-02-2024 12:00,28.11,42.01
2024,15-Feb 1pm,199067.63,15-02-2024 13:00,28.01,44.86
2024,15-Feb 2pm,198010.03,15-02-2024 14:00,27.73,59.42
2024,15-Feb 3pm,197611.76,15-02-2024 15:00,28.68,40.18
2024,15-Feb 4pm,195927.31,15-02-2024 16:00,28.72,40.22
2024,15-Feb 5pm,192403.01,15-02-2024 17:00,28.69,40.39
2024,15-Feb 6pm,191552.3,15-02-2024 18:00,26.28,60.18
2024,15-Feb 7pm,191566.31,15-02-2024 19:00,25.85,55.09
2024,15-Feb 8pm,181348.41,15-02-2024 20:00,25.56,55.02
2024,15-Feb 9pm,174592.8,15-02-2024 21:00,23.47,55.98
2024,15-Feb 10pm,169632.78,15-02-2024 22:00,23.38,56.02
2024,15-Feb 11pm,165164.77,15-02-2024 23:00,23.43,62.05
2024,16-Feb 12am,160339.5,16-02-2024 00:00,20.49,72.05
2024,16-Feb 1am,156937.76,16-02-2024 01:00,19.67,78.95
2024,16-Feb 2am,154296.09,16-02-2024 02:00,19.9,79.29
2024,16-Feb 3am,153335.3,16-02-2024 03:00,20.26,79.76
2024,16-Feb 4am,155771.74,16-02-2024 04:00,20.2,79.39
2024,16-Feb 5am,164448.54,16-02-2024 05:00,19.65,72.72
2024,16-Feb 6am,180766.96,16-02-2024 06:00,22.32,40.1
2024,16-Feb 7am,198121.95,16-02-2024 07:00,21.72,71.75
2024,16-Feb 8am,206198.67,16-02-2024 08:00,21.72,78.06
2024,16-Feb 9am,215678.61,16-02-2024 09:00,25.04,63.88
2024,16-Feb 10am,219758.05,16-02-2024 10:00,25.09,63.51
2024,16-Feb 11am,218031.18,16-02-2024 11:00,25.08,59.33
2024,16-Feb 12pm,212795.7,16-02-2024 12:00,27.59,62.59
2024,16-Feb 1pm,204579.92,16-02-2024 13:00,28.38,35.98
2024,16-Feb 2pm,201163.83,16-02-2024 14:00,27.77,55.4
2024,16-Feb 3pm,199341.43,16-02-2024 15:00,28.63,42.53
2024,16-Feb 4pm,195876.92,16-02-2024 16:00,29.39,49.25
2024,16-Feb 5pm,191783.47,16-02-2024 17:00,29.46,54.96
2024,16-Feb 6pm,190599.99,16-02-2024 18:00,26.36,55.97
2024,16-Feb 7pm,190704.43,16-02-2024 19:00,26.31,63.56
2024,16-Feb 8pm,180393.75,16-02-2024 20:00,26.16,59.8
2024,16-Feb 9pm,174135.06,16-02-2024 21:00,23.05,63.27
2024,16-Feb 10pm,169027.78,16-02-2024 22:00,22.59,43.17
2024,16-Feb 11pm,165049.61,16-02-2024 23:00,22.91,44.16
2024,17-Feb 12am,160825.73,17-02-2024 00:00,19.87,72.98
2024,17-Feb 1am,157557.67,17-02-2024 01:00,19.76,79.5
2024,17-Feb 2am,155094.98,17-02-2024 02:00,20.22,71.52
2024,17-Feb 3am,154055.6,17-02-2024 03:00,20,70.82
2024,17-Feb 4am,156635.33,17-02-2024 04:00,19.58,74.32
2024,17-Feb 5am,164476.16,17-02-2024 05:00,19.72,78.28
2024,17-Feb 6am,177656.92,17-02-2024 06:00,22.18,39.73
2024,17-Feb 7am,194166.2,17-02-2024 07:00,21.58,78.29
2024,17-Feb 8am,202811.24,17-02-2024 08:00,22.35,42.3
2024,17-Feb 9am,212334.58,17-02-2024 09:00,25,57.09
2024,17-Feb 10am,216294.92,17-02-2024 10:00,24.98,64.49
2024,17-Feb 11am,213706.19,17-02-2024 11:00,25.09,55.61
2024,17-Feb 12pm,207953.75,17-02-2024 12:00,28.32,43.98
2024,17-Feb 1pm,200752.58,17-02-2024 13:00,27.85,58.04
2024,17-Feb 2pm,199372.28,17-02-2024 14:00,28.18,40
2024,17-Feb 3pm,199638.39,17-02-2024 15:00,29.07,49.22
2024,17-Feb 4pm,197181.72,17-02-2024 16:00,28.77,36.72
2024,17-Feb 5pm,191116.06,17-02-2024 17:00,29.38,48.58
2024,17-Feb 6pm,189540.87,17-02-2024 18:00,26.3,56.93
2024,17-Feb 7pm,190293.45,17-02-2024 19:00,26.16,57.04
2024,17-Feb 8pm,180821.31,17-02-2024 20:00,26.35,56.87
2024,17-Feb 9pm,175239.5,17-02-2024 21:00,23.37,59.89
2024,17-Feb 10pm,170537.27,17-02-2024 22:00,23.21,62.98
2024,17-Feb 11pm,167227.38,17-02-2024 23:00,23.34,60.69
2024,18-Feb 12am,163119.5,18-02-2024 00:00,20.2,78.93
2024,18-Feb 1am,159140.36,18-02-2024 01:00,20.18,76.37
2024,18-Feb 2am,156182.32,18-02-2024 02:00,20.12,76.89
2024,18-Feb 3am,155137.39,18-02-2024 03:00,20.25,76.68
2024,18-Feb 4am,156986.82,18-02-2024 04:00,19.66,74.49
2024,18-Feb 5am,163531.05,18-02-2024 05:00,20.38,76.89
2024,18-Feb 6am,172598.7,18-02-2024 06:00,22.37,35.7
2024,18-Feb 7am,185439.2,18-02-2024 07:00,21.53,78.6
2024,18-Feb 8am,194400.82,18-02-2024 08:00,22.33,42.78
2024,18-Feb 9am,203844.28,18-02-2024 09:00,24.63,57.45
2024,18-Feb 10am,208910.22,18-02-2024 10:00,24.84,62.68
2024,18-Feb 11am,206566.66,18-02-2024 11:00,25.24,55.13
2024,18-Feb 12pm,201554.77,18-02-2024 12:00,27.66,57.17
2024,18-Feb 1pm,193837.32,18-02-2024 13:00,28.32,35.65
2024,18-Feb 2pm,187626.55,18-02-2024 14:00,28.33,42.8
2024,18-Feb 3pm,183933.49,18-02-2024 15:00,29.01,52.56
2024,18-Feb 4pm,180715.24,18-02-2024 16:00,28.51,43.14
2024,18-Feb 5pm,177970.58,18-02-2024 17:00,28.79,35.04
2024,18-Feb 6pm,176498.78,18-02-2024 18:00,26.12,60.01
2024,18-Feb 7pm,177880.89,18-02-2024 19:00,26.48,62.05
2024,18-Feb 8pm,169610.4,18-02-2024 20:00,26.13,56.55
2024,18-Feb 9pm,164411.87,18-02-2024 21:00,22.76,41.5
2024,18-Feb 10pm,160739.74,18-02-2024 22:00,23.13,55.84
2024,18-Feb 11pm,158436.05,18-02-2024 23:00,23.04,56.81
2024,19-Feb 12am,154853.95,19-02-2024 00:00,20.28,74.76
2024,19-Feb 1am,151565.96,19-02-2024 01:00,19.61,76.54
2024,19-Feb 2am,149400.23,19-02-2024 02:00,20.26,71.46
2024,19-Feb 3am,148729.27,19-02-2024 03:00,20.04,71.85
2024,19-Feb 4am,151288.87,19-02-2024 04:00,20.46,72.04
2024,19-Feb 5am,159666.81,19-02-2024 05:00,19.84,72.39
2024,19-Feb 6am,174773.57,19-02-2024 06:00,22.13,37.27
2024,19-Feb 7am,193511.92,19-02-2024 07:00,22.43,38.95
2024,19-Feb 8am,202223.52,19-02-2024 08:00,21.6,76.54
2024,19-Feb 9am,209706.31,19-02-2024 09:00,25.44,59.38
2024,19-Feb 10am,211621.54,19-02-2024 10:00,25.19,62.76
2024,19-Feb 11am,206903.61,19-02-2024 11:00,24.57,62.19
2024,19-Feb 12pm,200311.31,19-02-2024 12:00,27.8,56.27
2024,19-Feb 1pm,191972.47,19-02-2024 13:00,28.21,35.49
2024,19-Feb 2pm,189122.04,19-02-2024 14:00,27.57,63.78
2024,19-Feb 3pm,189450.77,19-02-2024 15:00,29.08,45.8
2024,19-Feb 4pm,189854.58,19-02-2024 16:00,28.85,36.48
2024,19-Feb 5pm,189788.34,19-02-2024 17:00,29.12,45.22
2024,19-Feb 6pm,190135.28,19-02-2024 18:00,25.55,61.28
2024,19-Feb 7pm,191006.44,19-02-2024 19:00,26.37,60.82
2024,19-Feb 8pm,180162.09,19-02-2024 20:00,26.47,64.87
2024,19-Feb 9pm,173020.5,19-02-2024 21:00,23.47,63.87
2024,19-Feb 10pm,167845.13,19-02-2024 22:00,23.25,59.11
2024,19-Feb 11pm,164376.34,19-02-2024 23:00,22.63,38.72
2024,20-Feb 12am,160976.53,20-02-2024 00:00,20.26,72.97
2024,20-Feb 1am,157196.47,20-02-2024 01:00,19.52,71.52
2024,20-Feb 2am,154377.72,20-02-2024 02:00,19.52,71.38
2024,20-Feb 3am,153057.1,20-02-2024 03:00,19.82,71.32
2024,20-Feb 4am,155537.04,20-02-2024 04:00,19.99,71.14
2024,20-Feb 5am,163795.79,20-02-2024 05:00,20.27,72.41
2024,20-Feb 6am,177437.79,20-02-2024 06:00,22.18,38.07
2024,20-Feb 7am,194725.12,20-02-2024 07:00,21.95,79.62
2024,20-Feb 8am,203195.13,20-02-2024 08:00,21.77,75.78
2024,20-Feb 9am,211277.11,20-02-2024 09:00,25.5,64.88
2024,20-Feb 10am,214820.52,20-02-2024 10:00,24.93,58.72
2024,20-Feb 11am,211825.28,20-02-2024 11:00,24.95,59.58
2024,20-Feb 12pm,204931.8,20-02-2024 12:00,27.66,58.25
2024,20-Feb 1pm,198093.33,20-02-2024 13:00,28.29,36.83
2024,20-Feb 2pm,197172.06,20-02-2024 14:00,28.19,36.43
2024,20-Feb 3pm,196643.08,20-02-2024 15:00,28.72,44.45
2024,20-Feb 4pm,194878.99,20-02-2024 16:00,28.58,44.87
2024,20-Feb 5pm,192265.79,20-02-2024 17:00,29.18,45.45
2024,20-Feb 6pm,191479.46,20-02-2024 18:00,26.15,56.5
2024,20-Feb 7pm,191987.84,20-02-2024 19:00,25.77,59.24
2024,20-Feb 8pm,181992.85,20-02-2024 20:00,26.45,56.86
2024,20-Feb 9pm,175119.18,20-02-2024 21:00,22.65,38.64
